onset	duration	decisionPhaseOnset	buttonPressTime	resultOnset	isTaskDeception	trial	payout_A_own	payout_A_other	payout_B_own	payout_B_other	choice	isChoiceSelfish	isCatchTrial
10.0680000782	7.0220000744	12.0980000496	13.0780000687	17.0900001526	0	1	20	30	21	10	1	0	0
19.5750000477	5.2880001068	21.603000164	22.3230001926	24.8630001545	0	2	8	5	7	10	2	0	0
27.5090000629	4.6579999924	29.5400002003	29.9300000668	32.1670000553	0	3	8	10	5	6	1	1	1
34.3330001831	6.371999979	36.3619999886	37.2320001125	40.7050001621	0	4	30	5	28	25	2	0	0
43.5220000744	6.239000082	45.5510001183	46.9120001793	49.7610001564	0	5	15	10	20	9.99	2	1	0
52.984000206	7.5119998455	55.0120000839	57.4320001602	60.4960000515	0	6	10	10	15	5	2	1	0
63.878000021	6.6100001335	65.9079999924	66.4880001545	70.4880001545	0	7	5	35	20	20	2	1	0
72.9360001087	6.7000000477	74.9650001526	76.3350000381	79.6360001564	0	8	21	10	19	30	2	0	0
81.7870001793	5.4479999542	83.8159999847	84.5559999943	87.2350001335	0	9	11	22	25	15	2	1	0
89.7230000496	4.75300002099999	91.7520000935	92.4020001888	94.4760000706	0	10	5	30	30	5	2	1	0
97.5950000286	7.50000000040001	99.625	101.144999981	105.095000029	0	11	10	15	20	20	2	1	1
107.485000134	7.28499984699999	109.515000105	110.725000143	114.769999981	0	12	10	21	30	20	2	1	0
117.792999983	6.476999998	119.822000027	120.692000151	124.269999981	0	13	30	19	10	21	1	1	0
127.437000036	6.81400013000001	129.46600008	130.496000051	134.251000166	0	14	15	25	16	5	1	0	0
137.624000072	6.62400007299999	139.652000189	140.343000174	144.248000145	0	15	1	11	21	10	2	1	0
146.586000204	5.84699988400001	148.614000082	149.6650002	152.433000088	0	16	14	10	15	11	2	1	1
155.572000027	6.43099999399999	157.601000071	158.641000032	162.003000021	0	17	10	15	9.99	20	2	0	0
164.968000174	6.19400000499999	166.996000051	168.176000118	171.162000179	0	18	10	15	11	5	1	0	0
173.713999987	6.65799999200001	175.743000031	176.633000135	180.371999979	0	19	15	10	5	11	1	1	0
182.996999979	5.994000196	185.026000023	185.71600008	188.991000175	0	20	10	5.99	5	6	1	1	0
191.633000135	6.13199997000001	193.661000013	195.200999975	197.765000105	0	21	16	25	19	10	1	0	0
201.698000193	7.29699993099999	203.726999998	206.088000059	208.995000124	0	22	25	10	15	30	1	1	0
212.019000053	5.82500004799999	214.048000097	214.638000011	217.844000101	0	23	10	25	25	10	2	1	0
220.836000204	5.603999853	222.866000175	223.346000195	226.440000057	0	24	15	20	10	5	1	1	1
230.041000128	6.05200004599999	232.069000006	233.640000105	236.093000174	0	25	35	5	20	20	2	0	0
238.889000177	8.366999865	240.919000149	243.649000168	247.256000042	0	26	20	5	15	30	2	0	0
250.799000025	5.27400016799999	252.828000069	253.588000059	256.073000193	0	27	35	19	5	22	1	1	0
259.868000031	6.41400003399997	261.897000074	262.29700017	266.282000065	0	28	11	1	10	21	2	0	0
270.223999977	6.71200013200001	272.253000021	272.97300005	276.936000109	0	29	10	7	5	8	1	1	0
280.279999971	5.745000124	282.309000015	283.149000168	286.025000095	0	30	6	11	12	8	2	1	0
288.43900013	6.23600006099997	290.468000174	291.068000078	294.675000191	0	31	5	16	25	15	2	1	0
298.683000088	5.29800009700006	300.712000132	301.092000008	303.981000185	0	32	10	10	5	15	1	1	0
306.430000067	5.29399991000003	308.459000111	309.400000095	311.723999977	0	33	25	15	15	25	1	1	0
315.603000164	5.14499998100001	317.631999969	318.072000027	320.748000145	0	34	5	8	20	5	2	1	0
323.639000177	5.45399999699998	325.667999983	326.288000107	329.093000174	0	35	25	28	5	30	1	1	0
332.152000189	6.54299998300002	334.180999994	336.08100009	338.695000172	0	36	5	20	8	5	1	0	0
342.104000092	5.65199995	344.134000063	344.703999996	347.756000042	0	37	15	25	14.99	30	2	0	0
350.708000183	6.428999901	352.736999989	354.787000179	357.137000084	0	38	22	11	15	25	2	0	0
360.469000101	7.74000001000002	362.499000072	364.869000196	368.209000111	0	39	19	35	22	5	1	0	0
371.163000107	4.75900006299997	373.192000151	373.582000017	375.92200017	0	40	30	15	5	20	1	1	0
379.328999996	6.93900013000001	381.35800004	382.778000116	386.268000126	0	41	10	25	30	15	2	1	0
388.48300004	6.64400005300001	390.512000084	391.472000122	395.127000093	0	42	30	15	20	10	1	1	1
398.930000067	7.02900004400004	400.959000111	402.009000063	405.959000111	0	43	11	6	12	8	2	1	1
409.630000114	4.98799991700002	411.659000158	412.469000101	414.618000031	0	44	5.99	10	6	5	1	0	0
417.318000078	7.60700011299997	419.347000122	421.177000046	424.925000191	0	45	25	16	10	19	1	1	0
428.448000193	5.281999826	430.476999998	430.527000189	433.730000019	0	46	30	14.99	25	15	1	1	0
