onset	duration	decisionPhaseOnset	buttonPressTime	resultOnset	isTaskDeception	trial	payout_A_own	payout_A_other	payout_B_own	payout_B_other	choice	isChoiceSelfish	isCatchTrial
10.126999855	17.3960001469	12.1729998589	24.143999815	27.5230000019	0	1	5	6	8	10	2	1	1
30.4619998932	10.878000021	32.4899997711	37.4709999561	41.3399999142	0	2	10	21	11	1	1	0	0
43.8149998188	10.6410000324	45.8429999352	52.2229998112	54.4559998512	0	3	21	10	1	11	2	0	0
58.4689998627	19.5659999847	60.496999979	74.3279998302	78.0349998474	0	4	20	5	15	30	2	0	0
81.5199999809	12.388999939	83.5479998589	91.2089998722	93.9089999199	0	5	19	10	16	25	2	0	0
95.9399998188	7.67200017019999	97.9679999352	99.7079999447	103.611999989	0	6	6	5	5.99	10	2	0	0
107.55099988	23.60100007	109.578999996	128.339999914	131.15199995	0	7	30	5	5	30	2	0	0
134.270999908	7.53900003500002	136.298999786	139.438999891	141.809999943	0	8	10	25	30	15	2	1	0
145.346999884	7.355999946	147.375	149.984999895	152.70299983	0	9	14	10	15	11	2	1	1
155.353999853	11.325000048	157.381999969	163.19299984	166.678999901	0	10	30	15	5	20	2	0	0
168.914999962	16.895999908	170.94299984	183.263999939	185.81099987	0	11	19	30	21	10	2	1	0
189.06099987	19.259999991	191.088999987	205.269999981	208.320999861	0	12	10	10	15	5	1	0	0
210.367999792	11.996000052	212.396999836	218.696999788	222.363999844	0	13	5	20	8	5	2	1	0
224.864999771	10.140000105	226.892999887	231.433999777	235.004999876	0	14	5	22	35	19	2	1	0
238.724999905	10.882999897	240.752999783	246.673999786	249.607999802	0	15	25	15	30	14.99	1	0	0
253.010999918	7.88700008399999	255.038999796	257.319000006	260.898000002	0	16	5	6	10	5.99	1	0	0
264.080999851	16.486000061	266.108999968	277.648999929	280.566999912	0	17	7	10	8	5	2	1	0
283.733999968	25.929999828	285.761999846	306.252999783	309.663999796	0	18	15	25	16	5	2	1	0
313.493999958	10.179999828	315.521999836	320.512999773	323.673999786	0	19	10	25	25	10	2	1	0
326.247999907	12.219000101	328.275999784	335.146999836	338.467000008	0	20	15	30	25	10	2	1	0
340.66899991	19.259999991	342.696999788	356.417999983	359.928999901	0	21	25	15	11	22	2	0	0
362.895999908	9.28799986899998	364.923999786	368.423999786	372.183999777	0	22	11	5	10	15	2	0	0
374.733999968	11.047999858	376.761999846	383.191999912	385.781999826	0	23	25	16	10	19	1	1	0
388.032999992	7.69699978900002	390.06099987	392.400999784	395.729999781	0	24	10	5	15	20	1	0	1
397.930999994	8.58499979999999	399.958999872	404.409999847	406.515999794	0	25	5	30	25	28	1	0	0
408.680999994	14.092999935	410.708999872	420.648999929	422.773999929	0	26	10	21	30	19	1	0	0
425.072999954	4.98399996799998	427.100999832	427.380999804	430.056999922	0	27	20	9.99	15	10	1	1	0
433.364999771	5.50200009400004	435.392999887	436.203999996	438.866999865	0	28	10	21	30	20	1	0	0
442.576999903	5.29600000400001	444.605999947	445.546000004	447.872999907	0	29	11	6	12	8	2	1	1
451.06799984	14.855000019	453.096999884	462.737999916	465.922999859	0	30	5	15	10	10	1	0	0
468.441999912	6.19899988199995	470.471999884	470.661999941	474.640999794	0	31	22	11	15	25	2	0	0
477.409999847	6.69000005800001	479.438999891	480.448999882	484.099999905	0	32	15	10	5	11	1	1	0
487.879999876	15.916000128	489.90899992	501.049999952	503.796000004	0	33	35	5	20	20	1	1	0
507.406999826	8.34899997799999	509.437999964	512.797999859	515.755999804	0	34	20	20	5	35	2	0	0
519.607999802	10.016000032	521.637999773	526.087999821	529.623999834	0	35	10	15	20	20	1	0	1
532.041999817	5.94000005700002	534.071999788	534.561999798	537.981999874	0	36	30	15	20	10	1	1	1
541.612999916	8.54799985900002	543.64199996	547.512999773	550.160999775	0	37	30	5	28	25	2	0	0
553.116999865	6.55800008699998	555.145999908	556.625999928	559.674999952	0	38	21	10	20	30	1	1	0
562.807999849	9.63700008399996	564.836999893	568.976999998	572.444999933	0	39	25	15	15	25	1	1	0
574.792999983	7.03299999199999	576.821999788	577.851999998	581.825999975	0	40	6	11	12	8	2	1	0
584.184999943	14.115999937	586.214999914	595.984999895	598.30099988	0	41	5	16	25	15	1	0	0
602.251999855	5.51399993899997	604.280999899	604.760999918	607.765999794	0	42	14.99	30	15	25	2	1	0
611.455999851	7.90300011700003	613.484999895	617.265999794	619.358999968	0	43	10	7	5	8	1	1	0
622.177999973	6.95299983099994	624.206999779	626.416999817	629.130999804	0	44	10	15	9.99	20	1	1	0
632.446999788	5.26600003300007	634.476999998	635.386999846	637.712999821	0	45	22	5	19	35	1	1	0
640.916999817	8.82599997499995	642.944999933	645.875	649.742999792	0	46	20	5	5	8	1	1	0
