onset	duration	decisionPhaseOnset	buttonPressTime	resultOnset	isTaskDeception	trial	payout_A_own	payout_A_other	payout_B_own	payout_B_other	choice	isChoiceSelfish	isCatchTrial
10.0550000668	11.0949997901	12.0839998722	18.1840000153	21.1499998569	0	1	10	19	25	16	2	1	0
23.9849998951	9.8450000286	26.013999939	30.754999876	33.8299999237	0	2	9.99	20	10	15	1	0	0
37.3569998741	11.006000042	39.3849999905	45.7649998665	48.3629999161	0	3	10	7	5	8	1	1	0
50.5099999905	16.4040000438	52.5379998684	62.878000021	66.9140000343	0	4	12	8	6	11	1	1	0
69.9079999924	9.04999995230001	71.9359998703	75.6759998798	78.9579999447	0	5	20	5	5	8	1	1	0
81.9779999256	11.2550001145	84.006000042	90.4960000515	93.2330000401	0	6	25	15	5	16	1	1	0
95.5980000496	6.59999990439999	97.626999855	99.9579999447	102.197999954	0	7	5	20	30	15	2	1	0
105.241999865	11.788000106	107.270999908	113.680999994	117.029999971	0	8	10	25	30	15	2	1	0
120.602999926	9.35800004000001	122.632999897	126.362999916	129.960999966	0	9	10	21	30	19	2	1	0
133.385999918	15.720000029	135.414999962	145.845999956	149.105999947	0	10	10	25	25	10	1	0	0
152.557999849	6.76200008399999	154.586999893	156.566999912	159.319999933	0	11	22	5	19	35	2	0	0
162.352999926	8.097000122	164.381000042	166.631000042	170.450000048	0	12	5	30	30	5	2	1	0
173.491999865	9.99300002999999	175.520999908	179.570999861	183.484999895	0	13	10	5.99	5	6	1	1	0
186.458999872	11.856000185	188.486999989	194.756999969	198.315000057	0	14	25	15	11	22	1	1	0
201.046999931	7.68199992200002	203.075999975	206.246999979	208.728999853	0	15	35	19	5	22	1	1	0
211.003000021	11.84800005	213.030999899	219.101000071	222.851000071	0	16	5	6	8	10	2	1	1
225.807999849	5.99200010300001	227.835999966	229.736000061	231.799999952	0	17	30	15	20	10	1	1	1
235.119999886	5.436000108	237.148000002	238.338000059	240.555999994	0	18	21	10	19	30	2	0	0
244.355999947	6.65499997100002	246.384000063	248.034999847	251.010999918	0	19	20	20	5	35	1	1	0
253.069000006	8.88499998999998	255.09800005	258.108999968	261.953999996	0	20	15	11	14	10	1	1	1
265.280999899	8.51999998100001	267.309999943	270.25	273.80099988	0	21	30	5	28	25	2	0	0
277.731999874	9.00900006300003	279.760999918	283.131000042	286.740999937	0	22	16	5	15	25	2	0	0
290.631000042	8.61699986500003	292.661000013	295.980999947	299.247999907	0	23	15	10	20	9.99	2	1	0
301.595000029	5.33799981999999	303.625	303.694999933	306.932999849	0	24	5	30	25	28	2	1	0
310.507999897	11.769000053	312.536999941	319.60800004	322.27699995	0	25	15	30	25	10	1	0	0
324.766000032	6.45099997599999	326.796999931	327.806999922	331.217000008	0	26	5	15	10	10	2	1	0
334.582000017	6.94599986100002	336.611000061	337.80099988	341.527999878	0	27	15	30	20	5	1	0	0
344.632999897	11.055000067	346.661999941	352.082000017	355.687999964	0	28	10	21	30	20	2	1	0
359.221999884	4.81400012899996	361.251999855	361.661999941	364.036000013	0	29	10	21	11	1	1	0	0
366.691999912	10.480999947	368.720999956	374.861000061	377.172999859	0	30	15	25	22	11	1	0	0
380.904999971	7.04600000400001	382.934000015	384.223999977	387.950999975	0	31	20	20	35	5	1	0	0
391.909999847	6.82899999699998	393.938999891	395.138999939	398.738999844	0	32	10	10	15	5	1	0	0
402.69299984	7.68000006699998	404.721999884	406.881999969	410.372999907	0	33	20	30	21	10	1	0	0
413.820999861	7.30900001499998	415.849999905	417.829999924	421.129999876	0	34	16	25	19	10	1	0	0
424.730000019	6.03499984699999	426.759000063	427.769000053	430.764999866	0	35	7	10	8	5	1	0	0
433.937000036	7.40199995100005	435.965999842	437.405999899	441.338999987	0	36	15	10	5	11	1	1	0
445.03399992	5.669000149	447.062999964	448.172999859	450.703000069	0	37	10	5	15	20	2	1	1
454.715999842	8.53900003400003	456.746000051	460.496000051	463.254999876	0	38	15	25	25	15	2	1	0
467.215999842	6.51500010500001	469.246000051	471.266000032	473.730999947	0	39	14.99	30	15	25	1	0	0
477.687000036	8.53199982700005	479.715999842	483.52699995	486.218999863	0	40	11	5	10	15	2	0	0
489.822999954	6.33599996599997	491.851999998	493.832000017	496.15899992	0	41	5.99	10	6	5	1	0	0
499.665999889	7.09400010100001	501.695999861	503.93599987	506.75999999	0	42	11	6	12	8	2	1	1
510.407999992	7.17199993200006	512.437999964	514.237999916	517.579999924	0	43	21	10	1	11	1	1	0
520.496000051	5.91599988999997	522.526000023	524.016000032	526.411999941	0	44	30	14.99	25	15	1	1	0
529.931999922	6.43499994299998	531.961999893	533.741999865	536.366999865	0	45	8	5	5	20	2	0	0
539.375	6.21499991400003	541.404000044	542.463999987	545.589999914	0	46	20	20	10	15	1	1	1
