onset	duration	decisionPhaseOnset	buttonPressTime	resultOnset	isTaskDeception	trial	payout_A_own	payout_A_other	payout_B_own	payout_B_other	choice	isChoiceSelfish	isCatchTrial
10.0649998188	7.1820001602	12.0929999352	13.8639998436	17.246999979	0	1	30	5	28	25	2	0	0
20.7860000134	6.7239999771	22.8149998188	24.7949998379	27.5099999905	0	2	20	9.99	15	10	1	1	0
31.4529998302	8.512000084	33.4829998016	37.5429999828	39.9649999142	0	3	10	19	25	16	2	1	0
43.6759998798	14.1940000058	45.7039999962	53.9549999237	57.8699998856	0	4	15	25	22	11	1	0	0
61.6569998264	7.0710000992	63.6849999428	66.3550000191	68.7279999256	0	5	15	20	10	5	1	1	1
72.5799999237	10.8339998722	74.6089999676	79.9189999104	83.4139997959	0	6	25	15	15	25	1	1	0
86.7319998741	6.1610000134	88.7599999905	89.9709999561	92.8929998875	0	7	20	20	10	15	1	1	1
95.4859998226	7.54700016940001	97.513999939	98.9839999676	103.032999992	0	8	25	15	5	16	1	1	0
106.106999874	6.822000027	108.13499999	109.704999924	112.928999901	0	9	30	20	10	21	1	1	0
115.756999969	5.909999848	117.784999847	119.074999809	121.666999817	0	10	11	1	10	21	2	0	0
125.004999876	7.16700005499999	127.032999992	129.162999868	132.171999931	0	11	15	25	16	5	1	0	0
134.566999912	9.87700009400001	136.59499979	142.055999994	144.444000006	0	12	10	10	5	15	2	0	0
147.389999866	6.736999989	149.41899991	151.398999929	154.126999855	0	13	35	5	20	20	1	1	0
156.934999943	9.330999851	158.963999987	163.003999949	166.265999794	0	14	5	6	10	5.99	2	1	0
168.944000006	6.97599983199999	170.971999884	172.431999922	175.919999838	0	15	25	28	5	30	1	1	0
179.789999962	7.91700005500002	181.81799984	183.65899992	187.707000017	0	16	6	5	5.99	10	2	0	0
190.010999918	8.79399991	192.040999889	195.730999947	198.804999828	0	17	19	10	16	25	2	0	0
201.615999937	8.54600000400001	203.643999815	206.424999952	210.161999941	0	18	5	11	15	10	2	1	0
213.638999939	6.52399992900001	215.666999817	217.32799983	220.162999868	0	19	19	30	21	10	1	0	0
223.95299983	6.20300006899998	225.981999874	227.111999989	230.155999899	0	20	5	8	10	7	2	1	0
233.801999807	5.72500014300002	235.832000017	237.041999817	239.52699995	0	21	20	10	30	15	2	1	1
241.896999836	8.28100013700001	243.926999807	246.217000008	250.177999973	0	22	20	5	5	8	1	1	0
253.523999929	7.78999996199997	255.551999807	257.992999792	261.313999891	0	23	15	30	20	5	1	0	0
264.243999958	7.88999986699997	266.273000002	268.112999916	272.133999825	0	24	15	25	14.99	30	2	0	0
275.328999996	7.78899979599998	277.357999802	280.41899991	283.117999792	0	25	10	15	9.99	20	2	0	0
286.000999928	7.22600007	288.029999971	290.029999971	293.226999998	0	26	30	15	5	20	1	1	0
295.982999802	6.68600010800003	298.010999918	299.631999969	302.66899991	0	27	22	5	19	35	2	0	0
305.280999899	7.32999992399999	307.309999943	308.839999914	312.610999823	0	28	5	6	8	10	2	1	1
314.643999815	6.48200011300003	316.671999931	318.121999979	321.125999928	0	29	10	25	25	10	2	1	0
325.02699995	5.55099988000001	327.055999994	328.235999823	330.57799983	0	30	15	11	14	10	1	1	1
334.069999933	6.06800007799995	336.098999977	337.898999929	340.138000011	0	31	5	22	35	19	2	1	0
343.618999958	5.25399994899999	345.648000002	346.487999916	348.872999907	0	32	21	10	20	30	2	0	0
351.095999956	6.330999851	353.125	354.174999952	357.426999807	0	33	12	8	11	6	1	1	1
360.779999971	7.07500004799999	362.809000015	364.868999958	367.855000019	0	34	15	5	10	10	1	1	0
370.932999849	6.43400001600003	372.962999821	375.072999954	377.366999865	0	35	15	30	25	10	1	0	0
380.315999985	6.82899999599999	382.345999956	385.086999893	387.144999981	0	36	5	20	8	5	1	0	0
390.246999979	11.411999941	392.276000023	398.815999985	401.65899992	0	37	6	11	12	8	2	1	0
405.447999954	7.32800006899998	407.476999998	409.096999884	412.776000023	0	38	7	10	8	5	1	0	0
415.767999887	7.53600001400002	417.796999931	420.187999964	423.303999901	0	39	11	5	10	15	2	0	0
426.165999889	9.19499993400001	428.195999861	433.036000013	435.360999823	0	40	25	15	11	22	1	1	0
438.105999947	6.76199984499999	440.135999918	441.575999975	444.867999792	0	41	1	11	21	10	2	1	0
448.078999996	8.13299989699999	450.107999802	453.118999958	456.211999893	0	42	10	25	30	15	2	1	0
460.129999876	5.59800005	462.15899992	462.988999844	465.727999926	0	43	30	19	10	21	1	1	0
469.128000021	6.64399981500003	471.157999992	472.07799983	475.771999836	0	44	25	15	30	14.99	2	1	0
479.680999994	7.595000029	481.7099998	485.159999847	487.276000023	0	45	5	35	20	20	2	1	0
490.353999853	6.46600008000001	492.381999969	494.031999826	496.819999933	0	46	30	5	5	30	1	1	0
