onset	duration	decisionPhaseOnset	buttonPressTime	resultOnset	isTaskDeception	trial	payout_A_own	payout_A_other	payout_B_own	payout_B_other	choice	isChoiceSelfish	isCatchTrial
10.111000061	8.9519999028	12.1570000648	16.9479999542	19.0629999638	0	1	10	7	5	8	1	1	0
22.5199999809	6.9290001393	24.5490000248	26.3400001526	29.4490001202	0	2	20	5	5	8	1	1	0
32.3430001736	4.640999794	34.3710000515	34.881000042	36.9839999676	0	3	10	5.99	5	6	1	1	0
40.9400000572	7.0650000572	42.9680001736	45.8680000305	48.0050001144	0	4	25	15	30	14.99	2	1	0
51.6930000782	8.3589999676	53.7209999561	56.0420000553	60.0520000458	0	5	16	25	19	10	2	1	0
63.8010001183	6.6429998874	65.8289999962	67.2799999714	70.4440000057	0	6	12	8	11	6	1	1	1
72.5440001488	7.94499993320001	74.5729999542	76.9730000496	80.489000082	0	7	1	11	21	10	2	1	0
84.4049999714	6.66700005529999	86.4340000153	87.6240000725	91.0720000267	0	8	20	20	5	35	1	1	0
93.6260001659	4.4319999218	95.6540000439	95.9639999866	98.0580000877	0	9	22	11	15	25	1	1	0
100.72300005	8.67499995200001	102.751000166	106.771000147	109.398000002	0	10	5.99	10	6	5	2	1	0
112.63499999	7.846000195	114.663000107	117.384000063	120.481000185	0	11	15	30	25	10	1	0	0
123.430000067	9.03399992	125.459000111	129.69900012	132.463999987	0	12	10	21	11	1	2	1	0
134.601000071	8.486000061	136.629000187	139.729000092	143.087000132	0	13	20	20	10	15	1	1	1
145.447000027	11.937000036	147.475000143	154.785000086	157.384000063	0	14	5	22	35	19	2	1	0
160.121000051	13.378999949	162.150000095	170.070000172	173.5	0	15	15	30	20	5	2	1	0
177.027000189	7.59299993499999	179.055999994	182.356000185	184.620000124	0	16	15	5	10	10	1	1	0
188.051000118	11.796000004	190.078999996	196.150000095	199.847000122	0	17	6	11	12	8	2	1	0
203.058000088	8.55699992199999	205.087000132	209.447000027	211.61500001	0	18	15	20	10	5	1	1	1
213.657999992	7.384000063	215.687000036	217.687000036	221.042000055	0	19	5	30	25	28	2	1	0
224.930000067	10.545000076	226.958000183	233.259000063	235.475000143	0	20	20	10	30	15	2	1	1
238.758000135	10.369999886	240.786000013	245.226000071	249.128000021	0	21	25	15	15	25	1	1	0
252.959000111	9.486000061	254.986999989	258.657000065	262.445000172	0	22	20	20	35	5	2	1	0
265.618999958	9.13900017699996	267.647000074	272.207000017	274.758000135	0	23	30	15	10	25	1	1	0
277.118000031	5.63400006199998	279.146000147	279.96600008	282.752000093	0	24	5	15	10	10	2	1	0
285.531000137	10.611999989	287.559000015	293.078999996	296.143000126	0	25	15	10	20	9.99	2	1	0
298.702000141	14.034999848	300.731000185	310.371999979	312.736999989	0	26	22	5	19	35	2	0	0
315.700000048	15.078000068	317.729000092	328.429000139	330.778000116	0	27	15	25	14.99	30	2	0	0
334.068000078	11.492000103	336.095999956	341.796000004	345.560000181	0	28	5	20	30	15	2	1	0
348.584000111	7.19799995399995	350.611999989	353.023000002	355.782000065	0	29	25	15	11	22	1	1	0
358.84800005	10.098000049	360.876000166	365.646000147	368.946000099	0	30	25	15	5	16	1	1	0
371.56400013	6.73699998799998	373.592000008	374.883000135	378.301000118	0	31	15	11	14	10	1	1	1
381.818000078	11.517999888	383.845999956	389.447000027	393.335999966	0	32	10	21	30	20	2	1	0
397.318000078	15.519999981	399.345999956	408.808000088	412.838000059	0	33	7	10	8	5	2	1	0
414.965000153	8.73000001899999	416.993000031	421.254000187	423.695000172	0	34	15	25	16	5	1	0	0
427.133000135	12.888000012	429.161000013	437.171000004	440.021000147	0	35	19	30	21	10	1	0	0
443.322999954	15.872000218	445.351000071	455.301000118	459.195000172	0	36	11	5	10	15	1	1	0
462.506000042	11.010999918	464.534000158	470.825000048	473.51699996	0	37	5	30	30	5	2	1	0
476.460999966	18.741000175	478.489000082	491.399000168	495.202000141	0	38	25	10	10	25	1	1	0
498.713999987	9.19900011999999	500.742000103	504.662000179	507.913000107	0	39	10	19	25	16	2	1	0
510.065999985	6.85600018500003	512.094000101	513.664000034	516.92200017	0	40	15	10	5	11	1	1	0
519.779000044	10.2760000230001	521.80700016	526.097000122	530.055000067	0	41	20	30	21	10	1	0	0
532.437999964	20.621000051	534.46600008	550.857000113	553.059000015	0	42	30	5	28	25	2	0	0
555.93200016	13.924999953	557.960000038	566.801000118	569.857000113	0	43	9.99	20	10	15	1	0	0
572.470999956	8.53000021000003	574.499000072	577.469000101	581.001000166	0	44	8	5	5	20	1	1	0
584.870000124	7.57799983000007	586.898000002	590.238000154	592.447999954	0	45	5	6	8	10	2	1	1
596.401000023	9.15400004399999	598.430000067	602.220999956	605.555000067	0	46	30	19	10	21	1	1	0
